MATCH_0: 	First Half starts.
MATCH_28: 59'	Axel Witsel - Atletico Madrid - won a free kick in defence.
MATCH_28: 59'	Fouled by Marcus Thuram - Inter Milan
MATCH_28: 60'	Missed chance. Álvaro Morata - Atletico Madrid - shot with right foot from the centre of the box is high and wide to the right. Assist - Marcos Llorente with a cross.
MATCH_28: 60'	Fouled by Denzel Dumfries - Inter Milan
MATCH_28: 60'	Mario Hermoso - Atletico Madrid - won a free kick on the left wing.
MATCH_28: 63'	Fouled by Axel Witsel - Atletico Madrid
MATCH_28: 63'	Henrikh Mkhitaryan - Inter Milan - won a free kick in attack.
MATCH_28: 71'	Fouled by Hakan Çalhanoglu - Inter Milan
MATCH_28: 71'	Rodrigo De Paul - Atletico Madrid - won a free kick in defence.
MATCH_28: 71'	Substitution - Atletico Madrid. Ángel Correa for Rodrigo De Paul.
MATCH_28: 71'	Substitution - Atletico Madrid. Rodrigo Riquelme for Samuel Lino.
MATCH_28: 72'	Fouled by Álvaro Morata - Atletico Madrid
MATCH_28: 72'	Nicolò Barella - Inter Milan - won a free kick on the right wing.
MATCH_28: 73'	Substitution - Inter Milan. Francesco Acerbi for Alessandro Bastoni.
MATCH_28: 73'	Substitution - Inter Milan. Matteo Darmian for Denzel Dumfries.
MATCH_28: 74'	Fouled by Axel Witsel - Atletico Madrid
MATCH_28: 74'	Marcus Thuram - Inter Milan - won a free kick in attack.
MATCH_28: 75'	Shot blocked. Rodrigo Riquelme - Atletico Madrid - shot with right foot from outside the box is blocked. Assist - Marcos Llorente.
MATCH_28: 75'	Corner - Atletico Madrid. Conceded by Benjamin Pavard.
MATCH_28: 76'	Missed chance. Marcus Thuram - Inter Milan - shot with right foot from the centre of the box goes high. Assist - Lautaro Martínez with a through ball following a fast break.
MATCH_28: 78'	Fouled by Koke - Atletico Madrid
MATCH_28: 78'	Marcus Thuram - Inter Milan - won a free kick in defence.
MATCH_28: 79'	Substitution - Atletico Madrid. Pablo Barrios for Nahuel Molina.
MATCH_28: 79'	Substitution - Atletico Madrid. Memphis Depay for Álvaro Morata.
MATCH_28: 79'	Missed chance. Memphis Depay - Atletico Madrid - shot with the head from the centre of the box missed. Assist - Pablo Barrios with a cross.
MATCH_28: 81'	Shot blocked. Memphis Depay - Atletico Madrid - shot with left foot from few metres is blocked.
MATCH_28: 81'	Corner - Atletico Madrid. Conceded by Francesco Acerbi.
MATCH_28: 81'	New attacking attempt. Nicolò Barella - Inter Milan - shot with right foot from outside the box is saved by goalkeeper in the centre of the goal. Assist - Lautaro Martínez.
MATCH_28: 82'	Corner - Atletico Madrid. Conceded by Benjamin Pavard.
MATCH_28: 84'	Substitution - Inter Milan. Davide Frattesi for Nicolò Barella - injury.
MATCH_28: 84'	Substitution - Inter Milan. Yann Bisseck for Federico Dimarco.
MATCH_28: 85'	Memphis Depay - Atletico Madrid - hits the left post with a shot with right foot from the centre of the box. Assist - Koke.
MATCH_28: 87'	Goal! Atletico Madrid 2, Inter Milan 1. Memphis Depay - Atletico Madrid - shot with right foot from the centre of the box to the left corner. Assist - Koke with a through ball.
MATCH_28: 89'	New attacking attempt. Ángel Correa - Atletico Madrid - shot with right foot from the right side of the box is saved in the top right corner.
MATCH_28: 89'	Davide Frattesi - Inter Milan - won a free kick in attack.
MATCH_28: 89'	Fouled by Koke - Atletico Madrid
MATCH_28: 90'	Koke - Atletico Madrid - receive yellow card for a foul.
MATCH_28: 90'	Fouled by Marcus Thuram - Inter Milan
MATCH_28: 90'	Stefan Savic - Atletico Madrid - won a free kick in defence.
MATCH_28: 90+3'	Missed chance. Rodrigo Riquelme - Atletico Madrid - shot with right foot from the centre of the box is very close to the goal. Assist - Antoine Griezmann.
MATCH_28: 90+4'	Second Half ended - Atletico Madrid 2, Inter Milan 1.
MATCH_28: 90'	First Half Extra Time begins Atletico Madrid 2, Inter Milan 1.
MATCH_28: 93'	Fouled by Stefan Savic - Atletico Madrid
MATCH_28: 93'	Marcus Thuram - Inter Milan - won a free kick in defence.
MATCH_28: 94'	Missed chance. Marcus Thuram - Inter Milan - shot with the head from the centre of the box is high and wide to the right. Assist - Yann Bisseck with a cross.
MATCH_28: 97'	New attacking attempt. Memphis Depay - Atletico Madrid - shot with left foot from the centre of the box is saved by goalkeeper in the centre of the goal. Assist - Rodrigo Riquelme.
MATCH_28: 97'	Corner - Inter Milan. Conceded by Stefan Savic.
MATCH_28: 98'	Lautaro Martínez - Inter Milan - hits the right post with a shot with the head from few metres. Assist - Hakan Çalhanoglu with a cross after corner.
MATCH_28: 99'	Substitution - Atletico Madrid. César Azpilicueta for Marcos Llorente.
MATCH_28: 101'	Delay in match - injury Hakan Çalhanoglu - Inter Milan
MATCH_28: 102'	Substitution - Inter Milan. Alexis Sánchez for Marcus Thuram.
MATCH_28: 103'	Delay over. They are ready to continue.
MATCH_28: 103'	Fouled by Ángel Correa - Atletico Madrid
MATCH_28: 103'	Francesco Acerbi - Inter Milan - won a free kick in defence.
MATCH_28: 103'	Missed chance. Lautaro Martínez - Inter Milan - shot with the head from the centre of the box missed to the left. Assist - Alexis Sánchez with a cross.
MATCH_28: 104'	Fouled by Hakan Çalhanoglu - Inter Milan
MATCH_28: 104'	Memphis Depay - Atletico Madrid - won a free kick in attack.
MATCH_28: 104'	Hakan Çalhanoglu - Inter Milan - receive yellow card for a foul.
MATCH_28: 105'	Shot blocked. Memphis Depay - Atletico Madrid - shot with right foot from outside the box is blocked.
MATCH_28: 105'	Delay in match - injury Stefan de Vrij - Inter Milan
MATCH_28: 105+1'	Delay over. They are ready to continue.
MATCH_28: 105+1'	Fouled by Yann Bisseck - Inter Milan
MATCH_28: 105+1'	Memphis Depay - Atletico Madrid - won a free kick on the left wing.
MATCH_28: 105+2'	Fouled by Francesco Acerbi - Inter Milan
MATCH_28: 105+2'	Ángel Correa - Atletico Madrid - won a free kick in defence.
MATCH_28: 105+2'	Francesco Acerbi - Inter Milan - receive yellow card for a foul.
MATCH_28: 105+2'	New attacking attempt. Ángel Correa - Atletico Madrid - shot with right foot from outside the box is saved by goalkeeper in the centre of the goal. Assist - Memphis Depay.
MATCH_28: 105+3'	Fouled by Francesco Acerbi - Inter Milan
MATCH_28: 105+3'	Koke - Atletico Madrid - won a free kick in defence.
MATCH_28: 105+3'	First Half Extra Time ends, Atletico Madrid 2, Inter Milan 1.
MATCH_28: 105'	Second Half Extra Time begins Atletico Madrid 2, Inter Milan 1.
MATCH_28: 105'	Substitution - Atletico Madrid. Saúl Ñíguez for Antoine Griezmann - injury.
MATCH_28: 109'	Shot blocked. Hakan Çalhanoglu - Inter Milan - shot with left foot from outside the box is blocked. Assist - Benjamin Pavard.
MATCH_28: 109'	Shot blocked. Hakan Çalhanoglu - Inter Milan - shot with left foot from outside the box is blocked.
MATCH_28: 111'	Fouled by Saúl Ñíguez - Atletico Madrid
MATCH_28: 111'	Hakan Çalhanoglu - Inter Milan - won a free kick in defence.
MATCH_28: 111'	Substitution - Inter Milan. Davy Klaassen for Henrikh Mkhitaryan.
MATCH_28: 112'	Alexis Sánchez - Inter Milan - won a free kick in attack.
MATCH_28: 112'	Fouled by Saúl Ñíguez - Atletico Madrid
MATCH_28: 113'	Missed chance. Hakan Çalhanoglu - Inter Milan - shot with right foot from outside the box goes high from a free kick.
MATCH_28: 115'	Delay in match - Inter Milan
MATCH_28: 115'	Delay over. They are ready to continue.
MATCH_28: 117'	Shot blocked. Davide Frattesi - Inter Milan - shot with right foot from a diffucult position on the right is blocked. Assist - Alexis Sánchez.
MATCH_28: 118'	Fouled by Yann Bisseck - Inter Milan
MATCH_28: 118'	Memphis Depay - Atletico Madrid - won a free kick in attack.
MATCH_28: 118'	Yann Bisseck - Inter Milan - receive yellow card for a foul.
MATCH_28: 119'	Fouled by Stefan Savic - Atletico Madrid
MATCH_28: 119'	Matteo Darmian - Inter Milan - won a free kick on the left wing.
MATCH_28: 120'	Shot blocked. Rodrigo Riquelme - Atletico Madrid - shot with left foot from the left side of the box is blocked. Assist - Memphis Depay.
MATCH_28: 120'	Corner - Atletico Madrid. Conceded by Yann Bisseck.
MATCH_28: 120'	Second Half Extra Time ends, Atletico Madrid 2, Inter Milan 1.
MATCH_28: 120'	Goal! Atletico Madrid 2, Inter Milan 1 - 1 Hakan Çalhanoglu - Inter Milan - converts the penalty with a shot with right foot to the top left corner.
MATCH_28: 120'	Penalty Shootout begins Atletico Madrid 2, Inter Milan 1.
MATCH_28: 120'	Goal! Atletico Madrid 2 - 1 - , Inter Milan 1 - 1 Memphis Depay - Atletico Madrid - converts the penalty with a shot with right foot to the high centre of the goal.
MATCH_28: 120'	Penalty saved. Alexis Sánchez - Inter Milan - shot with right foot saved in the top centre of the goal.
MATCH_28: 120'	Penalty saved. Saúl Ñíguez - Atletico Madrid - shot with left foot saved in the centre of the goal.
MATCH_28: 120'	Penalty saved. Davy Klaassen - Inter Milan - shot with right foot saved in the left corner.
MATCH_28: 120'	Goal! Atletico Madrid 2 - 2 - , Inter Milan 1 - 1 Rodrigo Riquelme - Atletico Madrid - converts the penalty with a shot with right foot to the left corner.
MATCH_28: 120'	Goal! Atletico Madrid 2 - 2 - , Inter Milan 1 - 2 Francesco Acerbi - Inter Milan - converts the penalty with a shot with left foot to the centre of the goal.
MATCH_28: 120'	Goal! Atletico Madrid 2 - 3 - , Inter Milan 1 - 2 Ángel Correa - Atletico Madrid - converts the penalty with a shot with right foot to the top left corner.
MATCH_28: 120'	Penalty missed. Lautaro Martínez - Inter Milan - shot with right foot is high and wide to the right.
MATCH_28: 120'	Penalty Shootout ends, Atletico Madrid 2 - 3 - , Inter Milan 1 - 2
MATCH_28: 	Thats all. Game finished - Atletico Madrid 2 - 3 - , Inter Milan 1 - 2
MATCH_29: 	First Half starts.
MATCH_29: 1'	Missed chance. Loïs Openda - RB Leipzig - shot with right foot from the right side of the box is close, but missed. Assist - Xavi Simons.
MATCH_29: 2'	Missed chance. Emil Forsberg - RB Leipzig - shot with right foot from the centre of the box missed. Assist - Loïs Openda.
MATCH_29: 2'	Fouled by Loïs Openda - RB Leipzig
MATCH_29: 2'	Ulisses Garcia - Young Boys - won a free kick in defence.
MATCH_29: 2'	New attacking attempt. Yussuf Poulsen - RB Leipzig - shot with right foot from the right side of the six yard box is saved in the right corner. Assist - Xaver Schlager.
MATCH_29: 2'	Corner - RB Leipzig. Conceded by Anthony Racioppi.
MATCH_29: 3'	Goal! Young Boys 0, RB Leipzig 1. Mohamed Simakan - RB Leipzig - shot with the head from few metres to the right corner. Assist - David Raum with a cross after corner.
MATCH_29: 5'	Fouled by Cheikh Niasse - Young Boys
MATCH_29: 5'	Xaver Schlager - RB Leipzig - won a free kick in defence.
MATCH_29: 5'	Fouled by Mohamed Ali Camara - Young Boys
MATCH_29: 5'	Loïs Openda - RB Leipzig - won a free kick in defence.
MATCH_29: 6'	Benjamin Henrichs - RB Leipzig - won a free kick on the right wing.
MATCH_29: 6'	Fouled by Cedric Itten - Young Boys
MATCH_29: 8'	Corner - RB Leipzig. Conceded by Aurèle Amenda.
MATCH_29: 11'	Corner - RB Leipzig. Conceded by Aurèle Amenda.
MATCH_29: 12'	Missed chance. Yussuf Poulsen - RB Leipzig - shot with the head from the centre of the box missed. Assist - Xavi Simons with a cross after corner.
MATCH_29: 13'	Missed chance. Xavi Simons - RB Leipzig - shot with right foot from the centre of the box is close, but missed to the left. Assist - Kevin Kampl following a fast break.
MATCH_29: 13'	Shot blocked. Emil Forsberg - RB Leipzig - shot with left foot from outside the box is blocked.
MATCH_29: 15'	Cheikh Niasse - Young Boys - won a free kick in defence.
MATCH_29: 15'	Fouled by Yussuf Poulsen - RB Leipzig
MATCH_29: 16'	Cheikh Niasse - Young Boys - won a free kick in attack.
MATCH_29: 16'	Fouled by Xaver Schlager - RB Leipzig
MATCH_29: 19'	Corner - Young Boys. Conceded by Castello Lukeba.
MATCH_29: 20'	Missed chance. Ulisses Garcia - Young Boys - shot with left foot from the right side of the box is close, but missed. Assist - Filip Ugrinic after corner.
MATCH_29: 22'	Cedric Itten - Young Boys - won a free kick in defence.
MATCH_29: 22'	Fouled by Mohamed Simakan - RB Leipzig
MATCH_29: 24'	Benjamin Henrichs - RB Leipzig - won a free kick in defence.
MATCH_29: 24'	Fouled by Cedric Itten - Young Boys
MATCH_29: 25'	Corner - RB Leipzig. Conceded by Filip Ugrinic.
MATCH_29: 27'	Delay in match - injury Loïs Openda - RB Leipzig
MATCH_29: 28'	Delay over. They are ready to continue.
MATCH_29: 29'	Missed chance. Benjamin Henrichs - RB Leipzig - shot with right foot from outside the box goes high. Assist - Xavi Simons.
MATCH_29: 32'	Missed chance. Sandro Lauper - Young Boys - shot with right foot from outside the box is close, but missed to the left. Assist - Saidy Janko.
MATCH_29: 33'	Goal! Young Boys 1, RB Leipzig 1. Meschack Elia - Young Boys - shot with right foot from the centre of the box to the right corner. Assist - Filip Ugrinic.
MATCH_29: 38'	Shot blocked. Filip Ugrinic - Young Boys - shot with right foot from outside the box is blocked. Assist - Sandro Lauper.
MATCH_29: 38'	Corner - Young Boys. Conceded by Xaver Schlager.
MATCH_29: 41'	Offside - Young Boys. Anthony Racioppi with a pass, however Meschack Elia is in offside.
MATCH_29: 45'	Fouled by Loris Benito - Young Boys
MATCH_29: 45'	Xavi Simons - RB Leipzig - won a free kick in attack.
MATCH_29: 45'	Loris Benito - Young Boys - receive yellow card for a foul.
MATCH_29: 45'	Delay in match - injury Xavi Simons - RB Leipzig
MATCH_29: 45+1'	Delay over. They are ready to continue.
MATCH_29: 45+3'	First Half ended - Young Boys 1, RB Leipzig 1.
MATCH_29: 45'	Second Half starts Young Boys 1, RB Leipzig 1.
MATCH_29: 46'	Hand ball by Yussuf Poulsen - RB Leipzig
MATCH_29: 48'	New attacking attempt. Loïs Openda - RB Leipzig - shot with right foot from the centre of the box is saved by goalkeeper in the centre of the goal. Assist - Xaver Schlager.
MATCH_29: 48'	New attacking attempt. Yussuf Poulsen - RB Leipzig - shot with right foot from the centre of the box is saved by goalkeeper in the centre of the goal.
MATCH_29: 48'	Shot blocked. Loïs Openda - RB Leipzig - shot with right foot from the right side of the six yard box is blocked.
MATCH_29: 48'	Corner - RB Leipzig. Conceded by Mohamed Ali Camara.
MATCH_29: 49'	Missed chance. Yussuf Poulsen - RB Leipzig - shot with the head from the right side of the six yard box is high and wide to the left. Assist - David Raum with a cross after corner.
MATCH_29: 50'	Missed chance. Emil Forsberg - RB Leipzig - shot with right foot from outside the box is high and wide to the right. Assist - Kevin Kampl.
MATCH_29: 51'	Cheikh Niasse - Young Boys - won a free kick in defence.
MATCH_29: 51'	Fouled by Kevin Kampl - RB Leipzig
MATCH_29: 53'	Xavi Simons - RB Leipzig - has gone down, but the referee deems it simulation.
MATCH_29: 54'	VAR Decision: No Penalty RB Leipzig.
MATCH_29: 55'	Kevin Kampl - RB Leipzig - receive yellow card.
MATCH_29: 58'	Offside - RB Leipzig. Xaver Schlager with a pass, however Loïs Openda is in offside.
MATCH_29: 59'	Filip Ugrinic - Young Boys - won a free kick in defence.
MATCH_29: 59'	Fouled by Xaver Schlager - RB Leipzig
MATCH_29: 60'	Shot blocked. Loïs Openda - RB Leipzig - shot with right foot from the centre of the box is blocked. Assist - Xaver Schlager.
MATCH_29: 60'	Corner - RB Leipzig. Conceded by Loris Benito.
MATCH_29: 61'	Benjamin Henrichs - RB Leipzig - won a free kick in attack.
MATCH_29: 61'	Fouled by Cheikh Niasse - Young Boys
MATCH_29: 61'	Fouled by Sandro Lauper - Young Boys
MATCH_29: 61'	Kevin Kampl - RB Leipzig - won a free kick on the left wing.
MATCH_29: 61'	Sandro Lauper - Young Boys - receive yellow card for a foul.
MATCH_29: 62'	New attacking attempt. Loïs Openda - RB Leipzig - shot with the head from few metres is saved by goalkeeper in the centre of the goal. Assist - David Raum with a cross.
MATCH_29: 62'	Hand ball by Castello Lukeba - RB Leipzig
MATCH_29: 64'	Offside - Young Boys. Mohamed Ali Camara with a pass, however Meschack Elia is in offside.
MATCH_29: 64'	Substitution - RB Leipzig. Benjamin Sesko for Yussuf Poulsen.
MATCH_29: 65'	Shot blocked. Cedric Itten - Young Boys - shot with right foot inside of six yard box - left side is blocked. Assist - Meschack Elia with a cross.
MATCH_29: 65'	Hand ball by Loïs Openda - RB Leipzig
MATCH_29: 66'	Missed chance. Meschack Elia - Young Boys - shot with right foot from outside the box is close, but missed to the left.
MATCH_29: 66'	Fouled by Cheikh Niasse - Young Boys
MATCH_29: 66'	Xavi Simons - RB Leipzig - won a free kick on the left wing.
MATCH_29: 67'	Offside - RB Leipzig. David Raum with a pass, however Benjamin Sesko is in offside.
MATCH_29: 67'	Xavi Simons - RB Leipzig - receive yellow card.
MATCH_29: 69'	Benjamin Henrichs - RB Leipzig - won a free kick in defence.
MATCH_29: 69'	Fouled by Ulisses Garcia - Young Boys
MATCH_29: 69'	Substitution - Young Boys. Lewin Blum for Saidy Janko.
MATCH_29: 70'	Substitution - Young Boys. Silvere Ganvoula for Cedric Itten.
MATCH_29: 72'	Shot blocked. Xavi Simons - RB Leipzig - shot with right foot from the centre of the box is blocked. Assist - Emil Forsberg.
MATCH_29: 72'	New attacking attempt. Silvere Ganvoula - Young Boys - shot with right foot from the left side of the box is saved in the top left corner. Assist - Meschack Elia.
